fg_id,fg_name,role,fg_last,fg_first,bbm_id,bbm_last,bbm_first,yh_id,yh_last,yh_first,yh_team,yh_pos,howe_id,cbs_id,bam_id
sa254509,Anderson De La Rosa,bat,De La Rosa,Anderson,,,,,,,,,,,
sa254577,Sean Henry,bat,Henry,Sean,,,,,,,,,,,
sa254628,Greg Picart,bat,Picart,Greg,,,,,,,,,,,
sa254636,Christian Lara,bat,Lara,Christian,,,,,,,,,,,
sa254678,Reegie Corona,bat,Corona,Reegie,,,,,,,,,,,
sa254697,Jon Mark Owings,bat,Owings,Jon Mark,,,,,,,,,,,
sa254761,Wladimir Sutil,bat,Sutil,Wladimir,,,,,,,,,,,
sa254785,Francisco Cordoba,pit,Cordoba,Francisco,,,,,,,,,,,
sa254786,Victor Moreno,pit,Moreno,Victor,,,,,,,,,,,
sa254797,Kelvin Villa,pit,Villa,Kelvin,,,,,,,,,,,
sa254802,Sergio Valenzuela,pit,Valenzuela,Sergio,,,,,,,,,,,
sa254902,Jonathan Tucker,bat,Tucker,Jonathan,,,,,,,,,,,
sa262058,Salvador Valdez,pit,Valdez,Salvador,,,,,,,,,,,
sa262060,David Pfeiffer,pit,Pfeiffer,David,,,,,,,,,,,
sa262077,Erick Abreu,pit,Abreu,Erick,,,,,,,,,,,
sa262134,Joey Newby,pit,Newby,Joey,,,,,,,,,,,
sa262151,Johnny Lujan,pit,Lujan,Johnny,,,,,,,,,,,
sa262156,Eddy Martinez-Esteve,bat,Martinez-Esteve,Eddy,,,,,,,,,,,
sa262158,Chuck Lofgren,pit,Lofgren,Chuck,,,,,,,,,,,
sa262432,Brian Van Kirk,bat,Van Kirk,Brian,,,,,,,,,,,
sa262435,Dallas Trahern,pit,Trahern,Dallas,,,,,,,,,,,
sa262553,Mark Reed,bat,Reed,Mark,,,,,,,,,,,
sa267846,Alberto Bastardo,pit,Bastardo,Alberto,,,,,,,,,,,
sa281349,John Hussey,pit,Hussey,John,,,,,,,,,,,
sa283192,Cesar Nicolas,bat,Nicolas,Cesar,,,,,,,,,,,
sa284807,Jean Blaquiere,bat,Blaquiere,Jean,,,,,,,,,,,
sa286168,Jaime Trejo,bat,Trejo,Jaime,,,,,,,,,,,
sa286639,Juan Apodaca,bat,Apodaca,Juan,,,,,,,,,,,
sa286640,Gabriel Gutierrez,bat,Gutierrez,Gabriel,,,,,,,,,,,
sa287833,Jonathan Malo,bat,Malo,Jonathan,,,,,,,,,,,
sa288450,Willy Lebron,pit,Lebron,Willy,,,,,,,,,,,
sa288761,Kyler Newby,pit,Newby,Kyler,,,,,,,,,,,
sa288769,Logan Williamson,pit,Williamson,Logan,,,,,,,,,,,
sa288773,Carlton Smith,pit,Smith,Carlton,,,,,,,,,,,
sa288775,Jose Chavez,bat,Chavez,Jose,,,,,,,,,,,
sa288782,Abel Nieves,bat,Nieves,Abel,,,,,,,,,,,
sa289014,Matt Fields,bat,Fields,Matt,,,,,,,,,,,
sa289020,Brian Peacock,bat,Peacock,Brian,,,,,,,,,,,
sa290173,Beau Jones,pit,Jones,Beau,,,,,,,,,,,
sa290174,Tyler Herron,pit,Herron,Tyler,,,,,,,,,,,
sa290179,Ralph Henriquez,bat,Henriquez,Ralph,,,,,,,,,,,
sa290185,Will Inman,pit,Inman,Will,,,,,,,,,,,
sa290196,Ryan Patterson,bat,Patterson,Ryan,,,,,,,,,,,
sa290201,Corey Wimberly,bat,Wimberly,Corey,,,,,,,,,,,
sa290210,Sean Mccraw,bat,Mccraw,Sean,,,,,,,,,,,
sa290212,Kyle Cofield,pit,Cofield,Kyle,,,,,,,,,,,
sa290214,Erik Lis,bat,Lis,Erik,,,,,,,,,,,
sa290382,Rey Gonzalez,pit,Gonzalez,Rey,,,,,,,,,,,
sa290612,Brendan Katin,bat,Katin,Brendan,,,,,,,,,,,
sa290704,Will Startup,pit,Startup,Will,,,,,,,,,,,
sa291077,Cory Rauschenberger,pit,Rauschenberger,Cory,,,,,,,,,,,
sa291097,Daryl Jones,bat,Jones,Daryl,,,,,,,,,,,
sa291098,Jose Martinez,bat,Martinez,Jose,,,,,,,,,,,
sa291104,John Matulia,bat,Matulia,John,,,,,,,,,,,
sa291106,Gerardo Bustamante,bat,Bustamante,Gerardo,,,,,,,,,,,
sa291124,Cristo Arnal,bat,Arnal,Cristo,,,,,,,,,,,
sa291134,Paco Figueroa,bat,Figueroa,Paco,,,,,,,,,,,
sa291146,Brandon Roberts,bat,Roberts,Brandon,,,,,,,,,,,
sa291160,Daniel Mayora,bat,Mayora,Daniel,,,,,,,,,,,
sa291163,Radames Nazario,bat,Nazario,Radames,,,,,,,,,,,
sa291167,Matt Torra,pit,Torra,Matt,,,,,,,,,,,
sa291168,John Drennen,bat,Drennen,John,,,,,,,,,,,
sa291239,Zach Simons,pit,Simons,Zach,,,,,,,,,,,
sa291246,Johnny Whittleman,bat,Whittleman,Johnny,,,,,,,,,,,
sa291247,P.J. Phillips,bat,Phillips,P.J.,,,,,,,,,,,
sa291260,Ricky Brooks,pit,Brooks,Ricky,,,,,,,,,,,
sa291400,Chris Rahl,bat,Rahl,Chris,,,,,,,,,,,
sa291408,Josh Sullivan,pit,Sullivan,Josh,7593,Sullivan,Josh,,,,,,,,
sa291439,Salvador Sanchez,pit,Sanchez,Salvador,,,,,,,,,,,
sa291447,Kyle Winters,pit,Winters,Kyle,,,,,,,,,,,
sa291449,Rolando Acosta,bat,Acosta,Rolando,,,,,,,,,,,
sa291515,Mike Daniel,bat,Daniel,Mike,,,,,,,,,,,
sa291553,Brendan Wise,pit,Wise,Brendan,,,,,,,,,,,
sa291699,Chorye Spoone,pit,Spoone,Chorye,,,,,,,,,,,
sa291700,Ryan Edell,pit,Edell,Ryan,,,,,,,,,,,
sa291703,Jason Ray,pit,Ray,Jason,,,,,,,,,,,
sa291705,Brad Coon,bat,Coon,Brad,,,,,,,,,,,
sa291727,Anthony Contreras,bat,Contreras,Anthony,,,,,,,,,,,
sa291733,Jeff Howell,bat,Howell,Jeff,,,,,,,,,,,
sa291749,Matt Nevarez,pit,Nevarez,Matt,,,,,,,,,,,
sa291760,Chris Frey,bat,Frey,Chris,,,,,,,,,,,
sa291767,Jason Rice,pit,Rice,Jason,,,,,,,,,,,
sa291773,Michael Nix,pit,Nix,Michael,,,,,,,,,,,
sa291780,Chris Gutierrez,bat,Gutierrez,Chris,,,,,,,,,,,
sa291798,Kyle Fernandes,pit,Fernandes,Kyle,,,,,,,,,,,
sa291803,Mike Paulk,bat,Paulk,Mike,,,,,,,,,,,
sa291809,Jonathan Mota,bat,Mota,Jonathan,,,,,,,,,,,
sa292712,Josh Schmidt,pit,Schmidt,Josh,,,,,,,,,,,
sa293084,Mark Minicozzi,bat,Minicozzi,Mark,,,,,,,,,,,
sa293089,Tim Pahuta,bat,Pahuta,Tim,,,,,,,,,,,
sa293095,Darren Byrd,pit,Byrd,Darren,,,,,,,,,,,
sa293188,Drew Locke,bat,Locke,Drew,,,,,,,,,,,
sa293531,Sharlon Schoop,bat,Schoop,Sharlon,,,,,,,,,,,
sa293541,Leury Bonilla,bat,Bonilla,Leury,,,,,,,,,,,
sa293563,Kris Harvey,pit,Harvey,Kris,,,,,,,,,,,
sa293691,Steven Hirschfeld,pit,Hirschfeld,Steven,,,,,,,,,,,
sa293711,Miguel Abreu,bat,Abreu,Miguel,,,,,,,,,,,
sa293865,Fidel Hernandez,bat,Hernandez,Fidel,,,,,,,,,,,
sa293973,Tim Kennelly,bat,Kennelly,Tim,,,,,,,,,,,
sa294093,Jose Castro,bat,Castro,Jose,,,,,,,,,,,
sa294097,Chris Denove,bat,Denove,Chris,,,,,,,,,,,
sa294108,Adalberto Flores,pit,Flores,Adalberto,,,,,,,,,,,
sa294128,Jose Vallejo,bat,Vallejo,Jose,,,,,,,,,,,
sa294138,Mark Wagner,bat,Wagner,Mark,,,,,,,,,,,
sa294147,Bubba Bell,bat,Bell,Bubba,,,,,,,,,,,
sa294202,Eric Eymann,bat,Eymann,Eric,,,,,,,,,,,
sa294209,Blake Maxwell,pit,Maxwell,Blake,,,,,,,,,,,
sa294214,Toby Gardenhire,bat,Gardenhire,Toby,,,,,,,,,,,
sa294238,Jose Duarte,bat,Duarte,Jose,,,,,,,,,,,
sa294295,Sergio Pedroza,bat,Pedroza,Sergio,,,,,,,,,,,
sa294300,Audy Ciriaco,bat,Ciriaco,Audy,,,,,,,,,,,
sa294324,Wilkin De La Rosa,pit,De La Rosa,Wilkin,,,,,,,,,,,
sa294329,Jose Gil,bat,Gil,Jose,,,,,,,,,,,
sa294339,Brandon Erbe,pit,Erbe,Brandon,,,,,,,,,,,
sa294342,Nick Weglarz,bat,Weglarz,Nick,,,,,,,,,,,
sa294348,Felipe Arredondo,pit,Arredondo,Felipe,,,,,,,,,,,
sa294349,Amalio Diaz,pit,Diaz,Amalio,,,,,,,,,,,
sa294373,Kieron Pope,bat,Pope,Kieron,,,,,,,,,,,
sa294382,Polin Trinidad,pit,Trinidad,Polin,,,,,,,,,,,
sa294384,James Avery,pit,Avery,James,,,,,,,,,,,
sa294401,Jose Lugo,pit,Lugo,Jose,,,,,,,,,,,
sa294416,Josh Ford,bat,Ford,Josh,,,,,,,,,,,
sa294420,Gabriel Alfaro,pit,Alfaro,Gabriel,,,,,,,,,,,
sa294454,Shaun Garceau,pit,Garceau,Shaun,,,,,,,,,,,
sa294461,Jared Lansford,pit,Lansford,Jared,,,,,,,,,,,
sa294474,Jose Pina,pit,Pina,Jose,,,,,,,,,,,
sa294477,Ben Copeland,bat,Copeland,Ben,,,,,,,,,,,
sa294505,Marlon Arias,pit,Arias,Marlon,,,,,,,,,,,
sa294650,Michael Griffin,bat,Griffin,Michael,,,,,,,,,,,
sa294694,Craig Italiano,pit,Italiano,Craig,,,,,,,,,,,
sa294705,Roman Pena,bat,Pena,Roman,,,,,,,,,,,
sa294706,Jason Urquidez,pit,Urquidez,Jason,,,,,,,,,,,
sa294707,Eric Wordekemper,pit,Wordekemper,Eric,,,,,,,,,,,
sa294742,Carlos Martinez,pit,Martinez,Carlos,,,,,,,,,,,
sa294843,Omar Poveda,pit,Poveda,Omar,,,,,,,,,,,
sa294917,Koby Clemens,bat,Clemens,Koby,,,,,,,,,,,
sa295116,Archie Gilbert,bat,Gilbert,Archie,,,,,,,,,,,
sa295122,Allan De San Miguel,bat,De San Miguel,Allan,,,,,,,,,,,
sa295125,Luis Nunez,bat,Nunez,Luis,,,,,,,,,,,
sa295129,Brian Baker,pit,Baker,Brian,,,,,,,,,,,
sa295152,Ryan Mount,bat,Mount,Ryan,,,,,,,,,,,
sa295159,Mario Santiago,pit,Santiago,Mario,,,,,,,,,,,
sa295179,Amaury Rivas,pit,Rivas,Amaury,,,,,,,,,,,
sa295188,Ernesto Mejia,bat,Mejia,Ernesto,7627,Mejia,Ernesto,,,,,,,,448171
sa295198,Eloy Gutierrez,bat,Gutierrez,Eloy,,,,,,,,,,,
sa295207,Jose Coronado,bat,Coronado,Jose,,,,,,,,,,,
sa295235,Roque Mercedes,pit,Mercedes,Roque,,,,,,,,,,,
sa295372,Ramon Garcia,pit,Garcia,Ramon,,,,,,,,,,,
sa295625,Santiago Gutierrez,pit,Gutierrez,Santiago,,,,,,,,,,,
sa295626,Robby Hudson,bat,Hudson,Robby,,,,,,,,,,,
sa295642,Ray Chang,bat,Chang,Ray,,,,,,,,,,,
sa295726,Derrick Mitchell,bat,Mitchell,Derrick,,,,,,,,,,,
sa296710,Yusuf Carter,bat,Carter,Yusuf,,,,,,,,,,,
sa296971,Henry Wrigley,bat,Wrigley,Henry,,,,,,,,,,,
sa301748,Michel Abreu,bat,Abreu,Michel,,,,,,,,,,,
sa302341,Anthony Carter,pit,Carter,Anthony,,,,,,,,,,,457580
sa314143,Walter Ibarra,bat,Ibarra,Walter,,,,,,,,,,,
sa323426,Wilkins Arias,pit,Arias,Wilkins,,,,,,,,,,,
sa323427,Francisco Felix,pit,Felix,Francisco,,,,,,,,,,,
sa323452,Jesus Rodriguez,pit,Rodriguez,Jesus,,,,,,,,,,,
sa324904,Jair Fernandez,bat,Fernandez,Jair,,,,,,,,,,,
sa325096,Jesus Lopez,bat,Lopez,Jesus,,,,,,,,,,,
sa325559,Michael Hernandez,bat,Hernandez,Michael,,,,,,,,,,,
sa325738,Rolando Valdez,pit,Valdez,Rolando,,,,,,,,,,,
sa325916,Daniel Guerrero,pit,Guerrero,Daniel,,,,,,,,,,,
sa326041,Maxwell Leon,bat,Leon,Maxwell,,,,,,,,,,,
sa326089,Aaron Breit,pit,Breit,Aaron,,,,,,,,,,,
sa326105,Willie Cabrera,bat,Cabrera,Willie,,,,,,,,,,,
sa326113,Matt Sheely,bat,Sheely,Matt,,,,,,,,,,,
sa326115,Christian Marrero,bat,Marrero,Christian,,,,,,,,,MARRERO19860730A,,461842
sa326150,Danny Gutierrez,pit,Gutierrez,Danny,,,,,,,,,,,
sa326152,Seth Loman,bat,Loman,Seth,,,,,,,,,,,
sa326252,Brock Kjeldgaard,bat,Kjeldgaard,Brock,,,,,,,,,,,
sa326256,David Bromberg,pit,Bromberg,David,,,,,,,,,,,
sa326261,James Simmons,bat,Simmons,James,,,,,,,,,,,
sa326461,Tyler Latorre,bat,Latorre,Tyler,,,,,,,,,,,
sa326471,Billy Rowell,bat,Rowell,Billy,,,,,,,,,,,
sa326488,Cody Johnson,bat,Johnson,Cody,,,,,,,,,,,
sa326500,Kyle Mcculloch,pit,Mcculloch,Kyle,,,,,,,,,,,
sa326504,Preston Mattingly,bat,Mattingly,Preston,,,,,,,,,,,
sa326518,Caleb Clay,pit,Clay,Caleb,,,,9785,Clay,Caleb,,RP,CLAY19880215A,,502175
sa326520,David Christensen,bat,Christensen,David,,,,,,,,,,,
sa326533,Sean Black,pit,Black,Sean,,,,,,,,,,,
sa326541,Sergio Perez,pit,Perez,Sergio,,,,,,,,,,,
sa326543,Wes Hodges,bat,Hodges,Wes,,,,,,,,,,,
sa326552,Keith Weiser,pit,Weiser,Keith,,,,,,,,,,,
sa326554,Shelby Ford,bat,Ford,Shelby,,,,,,,,,,,
sa326676,Cyle Hankerd,bat,Hankerd,Cyle,,,,,,,,,,,
sa326677,Chad Tracy,bat,Tracy,Chad,,,,,,,,,,,
sa326678,Clayton Tanner,pit,Tanner,Clayton,,,,,,,,,,,
sa326680,Stephen King,bat,King,Stephen,,,,,,,,,,,
sa326687,Matthew Sulentic,bat,Sulentic,Matthew,,,,,,,,,,,
sa326689,Chad Rodgers,pit,Rodgers,Chad,,,,,,,,,,,
sa326691,Russell Moldenhauer,bat,Moldenhauer,Russell,,,,,,,,,,,
sa326694,Justin Edwards,pit,Edwards,Justin,,,,,,,,,,,
sa326695,Gary Daley,pit,Daley,Gary,,,,,,,,,,,
sa326701,Ryan Strieby,bat,Strieby,Ryan,,,,,,,,,,,
sa326705,Ben Snyder,pit,Snyder,Ben,,,,,,,,,,,
sa326707,Marcus Lemon,bat,Lemon,Marcus,,,,,,,,,,,
sa326711,Evan Anundsen,pit,Anundsen,Evan,,,,,,,,,,,
sa326714,Hector Correa,pit,Correa,Hector,,,,,,,,,,,
sa326716,D'Arby Myers,bat,Myers,D'Arby,,,,,,,,,,,
sa326720,Lee Hyde,pit,Hyde,Lee,,,,,,,,,,,
sa326722,Clay Fuller,bat,Fuller,Clay,,,,,,,,,,,
sa326728,Helder Velazquez,bat,Velazquez,Helder,,,,,,,,,,,
sa326733,Kyle Smit,pit,Smit,Kyle,,,,,,,,,,,
sa326736,Tyler Henson,bat,Henson,Tyler,,,,,,,,,,,
sa326742,Cory Vanallen,pit,Vanallen,Cory,,,,,,,,,,,
sa326749,Jermaine Mitchell,bat,Mitchell,Jermaine,,,,,,,,,,,501827
sa326756,John Shelby,bat,Shelby,John,,,,,,,,,,,
sa326763,Jim Negrych,bat,Negrych,Jim,,,,,,,,,,,
sa326780,Brian Jeroloman,bat,Jeroloman,Brian,,,,,,,,,,,
sa326785,Zech Zinicola,pit,Zinicola,Zech,,,,,,,,,,,
sa326787,Tim Bascom,pit,Bascom,Tim,,,,,,,,,,,
sa326802,Robert Fish,pit,Fish,Robert,,,,,,,,,,,502061
sa326805,Mitch Hilligoss,bat,Hilligoss,Mitch,,,,,,,,,,,
sa326826,Jaime Ortiz,bat,Ortiz,Jaime,,,,,,,,,,,
sa326850,Jarrad Page,bat,Page,Jarrad,,,,,,,,,,,
sa326872,Brandon Hynick,pit,Hynick,Brandon,,,,,,,,,,,
sa326879,Travis Webb,pit,Webb,Travis,,,,,,,,,,,
sa326944,Stefan Gartrell,bat,Gartrell,Stefan,,,,,,,,,,,
sa326953,Michael Bertram,bat,Bertram,Michael,,,,,,,,,,,
sa327047,Jimmy Van Ostrand,bat,Van Ostrand,Jimmy,,,,,,,,,,,
sa327050,Matthew Sweeney,bat,Sweeney,Matthew,,,,,,,,,,,
sa327061,Justin Souza,pit,Souza,Justin,,,,,,,,,,,
sa327064,Bridger Hunt,bat,Hunt,Bridger,,,,,,,,,,,
sa327073,Jeremy Barfield,bat,Barfield,Jeremy,,,,,,,,,,,
sa327085,Tim Gustafson,pit,Gustafson,Tim,,,,,,,,,,,
sa327086,Jared Goedert,bat,Goedert,Jared,,,,,,,,,,,
sa327090,Christopher Duffy,bat,Duffy,Christopher,,,,,,,,,,,
sa327092,Nick Van Stratten,bat,Van Stratten,Nick,,,,,,,,,,,
sa327100,L.J. Gagnier,pit,Gagnier,L.J.,,,,,,,,,,,
sa327108,Emeel Salem,bat,Salem,Emeel,,,,,,,,,,,
sa327116,Jared Mitchell,bat,Mitchell,Jared,6819,Mitchell,Jared,,,,,,MITCHELL19881013A,,502200
sa327128,Lee Cruz,bat,Cruz,Lee,,,,,,,,,,,
sa327134,Aaron Miller,pit,Miller,Aaron,,,,,,,,,,,
sa327157,Andrew Moye,pit,Moye,Andrew,,,,,,,,,,,
sa327160,Steve Singleton,bat,Singleton,Steve,,,,,,,,,,,
sa327168,Tom Vessella,pit,Vessella,Tom,,,,,,,,,,,
sa327660,Brandon Tripp,bat,Tripp,Brandon,,,,,,,,,,,
sa327674,Matt Camp,bat,Camp,Matt,,,,,,,,,,,
sa327720,Ryan Khoury,bat,Khoury,Ryan,,,,,,,,,,,
sa327723,Kurt Mertins,bat,Mertins,Kurt,,,,,,,,,,,
sa327729,Nick Akins,bat,Akins,Nick,,,,,,,,,,,
sa327733,Brad Boyer,bat,Boyer,Brad,,,,,,,,,,,
sa327740,Hassan Pena,pit,Pena,Hassan,,,,,,,,,,,
sa327748,Aaron Senne,bat,Senne,Aaron,,,,,,,,,,,
sa327755,Paul Oseguera,pit,Oseguera,Paul,,,,,,,,,,,
sa327765,Tyson Corley,pit,Corley,Tyson,,,,,,,,,,,
sa327775,Will Savage,pit,Savage,Will,,,,,,,,,,,
sa327792,Anthony Jackson,bat,Jackson,Anthony,,,,,,,,,,,
sa327794,Mike Ballard,pit,Ballard,Mike,,,,,,,,,,,
sa327816,Adam Calderone,bat,Calderone,Adam,,,,,,,,,,,
sa327819,Nicholas Francis,bat,Francis,Nicholas,,,,,,,,,,,
sa327822,Kyeong Kang,bat,Kang,Kyeong,,,,,,,,,,,
sa327827,Gorman Erickson,bat,Erickson,Gorman,,,,,,,,,,,
sa327830,Andrew Barbosa,pit,Barbosa,Andrew,,,,,,,,,BARBOSA19871118A,,502373
sa327842,Casey Weathers,pit,Weathers,Casey,,,,,,,,,WEATHERS19850610A,,502255
sa327844,Justin Dalles,bat,Dalles,Justin,,,,,,,,,,,
sa327853,Mark Dolenc,bat,Dolenc,Mark,,,,,,,,,,,
sa327859,Matt Meyer,pit,Meyer,Matt,,,,,,,,,,,
sa327860,Shawn Mcgill,bat,Mcgill,Shawn,,,,,,,,,,,
sa327863,Jorge Jimenez,bat,Jimenez,Jorge,,,,,,,,,,,
sa327874,Kris Watts,bat,Watts,Kris,,,,,,,,,,,
sa327887,Dan Perales,bat,Perales,Dan,,,,,,,,,,,
sa327891,Daryl Maday,pit,Maday,Daryl,,,,,,,,,,,
sa327894,R.J. Seidel,pit,Seidel,R.J.,,,,,,,,,,,
sa327899,Jacob Blackwood,bat,Blackwood,Jacob,,,,,,,,,,,
sa327994,Kevin Pucetas,pit,Pucetas,Kevin,,,,,,,,,,,
sa328003,Erik Arnesen,pit,Arnesen,Erik,,,,,,,,,,,
sa328033,Deik Scram,bat,Scram,Deik,,,,,,,,,,,
sa328035,Adam Carr,pit,Carr,Adam,,,,,,,,,,,
sa328044,Andrew Clark,bat,Clark,Andrew,,,,,,,,,,,
sa328048,Michael Dubee,pit,Dubee,Michael,,,,,,,,,,,
sa328055,Del Howell,pit,Howell,Del,,,,,,,,,,,
sa328057,Jeffrey Inman,pit,Inman,Jeffrey,,,,,,,,,,,
sa328059,Robi Estrada,bat,Estrada,Robi,,,,,,,,,,,
sa328071,Miguel Velazquez,bat,Velazquez,Miguel,,,,,,,,,,,
sa328074,Lee Haydel,bat,Haydel,Lee,,,,,,,,,,,
sa328075,Justin Woodall,pit,Woodall,Justin,,,,,,,,,,,
sa328090,Tim Torres,bat,Torres,Tim,6574,Torres,Tim,,,,,,,,
sa328092,Johan Limonta,bat,Limonta,Johan,,,,,,,,,,,
sa328093,Billy Bullock,pit,Bullock,Billy,,,,,,,,,,,
sa328104,Jon Del Campo,bat,Del Campo,Jon,,,,,,,,,,,
sa328117,Mark Sobolewski,bat,Sobolewski,Mark,,,,,,,,,,,
sa328119,J.D. Reichenbach,pit,Reichenbach,J.D.,,,,,,,,,,,
sa328123,Andy Graham,pit,Graham,Andy,,,,,,,,,,,
sa328134,Corey Madden,pit,Madden,Corey,,,,,,,,,,,
sa328150,Mark Thomas,bat,Thomas,Mark,,,,,,,,,,,
sa328151,Miles Durham,bat,Durham,Miles,,,,,,,,,,,
sa328152,Fabian Williamson,pit,Williamson,Fabian,,,,,,,,,WILLIAMSO19881020A,,502371
sa328196,Scott Shuman,pit,Shuman,Scott,,,,,,,,,,,
sa328208,Derrick Loop,pit,Loop,Derrick,,,,,,,,,,,
sa328214,Shane Dyer,pit,Dyer,Shane,,,,,,,,,,,
sa328221,Jeff Walters,pit,Walters,Jeff,,,,,,,,,WALTERS19871106A,2050858,502368
sa328241,Rafael Valenzuela,bat,Valenzuela,Rafael,,,,,,,,,,,
sa328243,Blaine Howell,pit,Howell,Blaine,,,,,,,,,HOWELL19881002A,,502432
sa328244,Tyson Gillies,bat,Gillies,Tyson,7636,Gillies,Tyson,,,,,,GILLIES19881031A,,502265
sa328255,Dillon Baird,bat,Baird,Dillon,,,,,,,,,,,
sa328260,Sean Gleason,pit,Gleason,Sean,,,,,,,,,,,
sa328262,D'Marcus Ingram,bat,Ingram,D'Marcus,,,,,,,,,,,
sa328269,Kipp Schutz,bat,Schutz,Kipp,,,,,,,,,,,
sa328275,Jeremy Mcbryde,pit,Mcbryde,Jeremy,,,,,,,,,MCBRYDE19870501A,1671054,489096
sa328277,Dustin Martin,bat,Martin,Dustin,,,,,,,,,,,
sa328299,Orlando Lara,pit,Lara,Orlando,,,,,,,,,,,
sa328306,Michael Lee,pit,Lee,Michael,,,,,,,,,LEE19861118A,,489055
sa328319,Dusty Harvard,bat,Harvard,Dusty,,,,,,,,,,,
sa328331,Adam Milligan,bat,Milligan,Adam,,,,,,,,,,,
sa328332,Carmine Giardina,pit,Giardina,Carmine,,,,,,,,,,,
sa328424,Nick Liles,bat,Liles,Nick,,,,,,,,,,,
sa328442,Kuo-Hui Lo,bat,Lo,Kuo-Hui,,,,,,,,,,,
sa328459,Scott Robinson,bat,Robinson,Scott,,,,,,,,,,,
sa328463,Alexander Burkard,pit,Burkard,Alexander,,,,,,,,,,,
sa328472,Burt Reynolds,bat,Reynolds,Burt,,,,,,,,,,,
sa328503,Estarlin De Los Santos,bat,De Los Santos,Estarlin,,,,,,,,,,,
sa328505,Deibinson Romero,bat,Romero,Deibinson,,,,,,,,,ROMERO19860924A,,466480
sa328511,Jesus Sanchez,pit,Sanchez,Jesus,5974,Sanchez,Jesus,,,,,,,,
sa328570,Thomas Melgarejo,pit,Melgarejo,Thomas,,,,,,,,,,,
sa328584,Lucas Montero,bat,Montero,Lucas,,,,,,,,,,,
sa328602,Amadeo Zazueta,bat,Zazueta,Amadeo,,,,,,,,,,,
sa328607,Jim Rapoport,bat,Rapoport,Jim,,,,,,,,,,,
sa328608,Jose Salazar,bat,Salazar,Jose,,,,,,,,,,,
sa328612,Craig Albernaz,bat,Albernaz,Craig,,,,,,,,,,,
sa328616,Francisco Lizarraga,bat,Lizarraga,Francisco,,,,,,,,,,,
sa328617,Jovanny Rosario,bat,Rosario,Jovanny,,,,,,,,,,,
sa328741,Raul Reyes,bat,Reyes,Raul,,,,,,,,,,,
sa328759,Jeff Kunkel,bat,Kunkel,Jeff,,,,,,,,,,,
sa328771,Gerardo Rodriguez,bat,Rodriguez,Gerardo,,,,,,,,,,,
sa328812,Loek Van Mil,pit,Van Mil,Loek,,,,,,,,,,,
sa328819,Angel Castillo,bat,Castillo,Angel,,,,,,,,,,,
sa328821,Carlos Colmenares,bat,Colmenares,Carlos,,,,,,,,,,,
sa328831,Jose Flores,bat,Flores,Jose,,,,,,,,,,,
sa328845,Andres James,bat,James,Andres,,,,,,,,,,,
sa328848,Jose Mojica,bat,Mojica,Jose,,,,,,,,,,,
sa328855,Johermyn Chavez,bat,Chavez,Johermyn,,,,,,,,,,,
sa328920,Chih-Hsien Chiang,bat,Chiang,Chih-Hsien,,,,,,,,,,,
sa328938,Johan Yan,pit,Yan,Johan,,,,,,,,,,,
sa328950,Kelvin De La Cruz,pit,De La Cruz,Kelvin,,,,,,,,,,,456061
sa328977,Chuckie Caufield,bat,Caufield,Chuckie,,,,,,,,,,,
sa328986,Edgar Lara,bat,Lara,Edgar,,,,,,,,,,,
sa328993,Marco Carrillo,pit,Carrillo,Marco,,,,,,,,,,,
sa328997,Elio Sarmiento,bat,Sarmiento,Elio,,,,,,,,,,,
sa329007,Hayden Beard,pit,Beard,Hayden,,,,,,,,,,,
sa329014,Josh Wilkie,pit,Wilkie,Josh,,,,,,,,,,,
sa329065,Jose Guzman,pit,Guzman,Jose,,,,,,,,,,,
sa329072,Steve Kent,pit,,,,,,,,,,,,,
sa329086,Santo Manzanillo,pit,Manzanillo,Santo,7684,Manzanillo,Santo,,,,,,,,503447
sa329097,Wilmin Rodriguez,pit,Rodriguez,Wilmin,,,,,,,,,,,
sa329104,Doug Salinas,pit,Salinas,Doug,,,,,,,,,,,
sa329105,Yancarlo Angulo,bat,Angulo,Yancarlo,,,,,,,,,,,
sa329108,Pablo Menchaca,pit,Menchaca,Pablo,,,,,,,,,,,
sa329131,Reynaldo Rodriguez,bat,Rodriguez,Reynaldo,,,,,,,,,RODRIGUEZ19860207A,,471906
sa329172,Edgar Ramirez,pit,Ramirez,Edgar,,,,,,,,,,,
sa329219,Chris Andujar,pit,Andujar,Chris,,,,,,,,,,,
sa329326,Wilberto Ortiz,bat,Ortiz,Wilberto,,,,,,,,,,,
sa329327,Rogelio Del Campo,bat,Del Campo,Rogelio,,,,,,,,,,,
sa329393,Jason Smit,bat,Smit,Jason,,,,,,,,,,,
sa330039,Renny Osuna,bat,Osuna,Renny,,,,,,,,,,,
sa331346,Nate Samson,bat,Samson,Nate,,,,,,,,,,,
sa331348,Michael Marbry,pit,Marbry,Michael,,,,,,,,,,,
sa332077,Matt Mcswain,pit,Mcswain,Matt,,,,,,,,,,,
sa355427,David Paisano,bat,Paisano,David,,,,,,,,,,,
sa356978,Balbino Fuenmayor,bat,Fuenmayor,Balbino,,,,,,,,,FUENMAYOR19891126A,,515768
sa376291,Mike Demark,pit,Demark,Mike,,,,,,,,,,,
sa377586,Ryan Searle,pit,Searle,Ryan,,,,,,,,,,,
